State,AcLevNum,ACTIVITY_LEVEL_LABEL,WEEKEND,WEEK
Massachusetts,7,Moderate,Jan-06-2018,1
Massachusetts,5,Low,Jan-13-2018,2
Massachusetts,8,High,Jan-20-2018,3
Massachusetts,10,High,Jan-27-2018,4
Massachusetts,10,High,Feb-03-2018,5
Massachusetts,10,High,Feb-10-2018,6
Massachusetts,10,High,Feb-17-2018,7
Massachusetts,10,High,Feb-24-2018,8
Massachusetts,8,High,Mar-03-2018,9
Massachusetts,6,Moderate,Mar-10-2018,10
Massachusetts,5,Low,Mar-17-2018,11
Massachusetts,4,Low,Mar-24-2018,12
Massachusetts,4,Low,Mar-31-2018,13
Massachusetts,4,Low,Apr-07-2018,14
Massachusetts,4,Low,Apr-14-2018,15
Massachusetts,3,Minimal,Apr-21-2018,16
Massachusetts,3,Minimal,Apr-28-2018,17
Massachusetts,1,Minimal,Oct-07-2017,40
Massachusetts,1,Minimal,Oct-14-2017,41
Massachusetts,1,Minimal,Oct-21-2017,42
Massachusetts,1,Minimal,Oct-28-2017,43
Massachusetts,2,Minimal,Nov-04-2017,44
Massachusetts,2,Minimal,Nov-11-2017,45
Massachusetts,2,Minimal,Nov-18-2017,46
Massachusetts,3,Minimal,Nov-25-2017,47
Massachusetts,3,Minimal,Dec-02-2017,48
Massachusetts,3,Minimal,Dec-09-2017,49
Massachusetts,4,Low,Dec-16-2017,50
Massachusetts,5,Low,Dec-23-2017,51
Massachusetts,8,High,Dec-30-2017,52
Michigan,6,Moderate,Jan-06-2018,1
Michigan,9,High,Jan-13-2018,2
Michigan,10,High,Jan-20-2018,3
Michigan,10,High,Jan-27-2018,4
Michigan,10,High,Feb-03-2018,5
Michigan,10,High,Feb-10-2018,6
Michigan,9,High,Feb-17-2018,7
Michigan,7,Moderate,Feb-24-2018,8
Michigan,5,Low,Mar-03-2018,9
Michigan,4,Low,Mar-10-2018,10
Michigan,2,Minimal,Mar-17-2018,11
Michigan,3,Minimal,Mar-24-2018,12
Michigan,3,Minimal,Mar-31-2018,13
Michigan,4,Low,Apr-07-2018,14
Michigan,3,Minimal,Apr-14-2018,15
Michigan,2,Minimal,Apr-21-2018,16
Michigan,1,Minimal,Apr-28-2018,17
Michigan,1,Minimal,Oct-07-2017,40
Michigan,1,Minimal,Oct-14-2017,41
Michigan,1,Minimal,Oct-21-2017,42
Michigan,1,Minimal,Oct-28-2017,43
Michigan,1,Minimal,Nov-04-2017,44
Michigan,2,Minimal,Nov-11-2017,45
Michigan,2,Minimal,Nov-18-2017,46
Michigan,3,Minimal,Nov-25-2017,47
Michigan,2,Minimal,Dec-02-2017,48
Michigan,3,Minimal,Dec-09-2017,49
Michigan,4,Low,Dec-16-2017,50
Michigan,5,Low,Dec-23-2017,51
Michigan,7,Moderate,Dec-30-2017,52
Minnesota,7,Moderate,Jan-06-2018,1
Minnesota,10,High,Jan-13-2018,2
Minnesota,10,High,Jan-20-2018,3
Minnesota,10,High,Jan-27-2018,4
Minnesota,10,High,Feb-03-2018,5
Minnesota,10,High,Feb-10-2018,6
Minnesota,10,High,Feb-17-2018,7
Minnesota,10,High,Feb-24-2018,8
Minnesota,9,High,Mar-03-2018,9
Minnesota,9,High,Mar-10-2018,10
Minnesota,6,Moderate,Mar-17-2018,11
Minnesota,4,Low,Mar-24-2018,12
Minnesota,3,Minimal,Mar-31-2018,13
Minnesota,1,Minimal,Apr-07-2018,14
Minnesota,2,Minimal,Apr-14-2018,15
Minnesota,3,Minimal,Apr-21-2018,16
Minnesota,1,Minimal,Apr-28-2018,17
Minnesota,1,Minimal,Oct-07-2017,40
Minnesota,1,Minimal,Oct-14-2017,41
Minnesota,1,Minimal,Oct-21-2017,42
Minnesota,1,Minimal,Oct-28-2017,43
Minnesota,1,Minimal,Nov-04-2017,44
Minnesota,1,Minimal,Nov-11-2017,45
Minnesota,1,Minimal,Nov-18-2017,46
Minnesota,1,Minimal,Nov-25-2017,47
Minnesota,1,Minimal,Dec-02-2017,48
Minnesota,2,Minimal,Dec-09-2017,49
Minnesota,2,Minimal,Dec-16-2017,50
Minnesota,4,Low,Dec-23-2017,51
Minnesota,5,Low,Dec-30-2017,52
Mississippi,10,High,Jan-06-2018,1
Mississippi,10,High,Jan-13-2018,2
Mississippi,10,High,Jan-20-2018,3
Mississippi,10,High,Jan-27-2018,4
Mississippi,10,High,Feb-03-2018,5
Mississippi,10,High,Feb-10-2018,6
Mississippi,10,High,Feb-17-2018,7
Mississippi,10,High,Feb-24-2018,8
Mississippi,6,Moderate,Mar-03-2018,9
Mississippi,4,Low,Mar-10-2018,10
Mississippi,4,Low,Mar-17-2018,11
Mississippi,3,Minimal,Mar-24-2018,12
Mississippi,1,Minimal,Mar-31-2018,13
Mississippi,1,Minimal,Apr-07-2018,14
Mississippi,2,Minimal,Apr-14-2018,15
Mississippi,1,Minimal,Apr-21-2018,16
Mississippi,1,Minimal,Apr-28-2018,17
Mississippi,2,Minimal,Oct-07-2017,40
Mississippi,1,Minimal,Oct-14-2017,41
Mississippi,1,Minimal,Oct-21-2017,42
Mississippi,3,Minimal,Oct-28-2017,43
Mississippi,4,Low,Nov-04-2017,44
Mississippi,8,High,Nov-11-2017,45
Mississippi,10,High,Nov-18-2017,46
Mississippi,10,High,Nov-25-2017,47
Mississippi,10,High,Dec-02-2017,48
Mississippi,10,High,Dec-09-2017,49
Mississippi,10,High,Dec-16-2017,50
Mississippi,10,High,Dec-23-2017,51
Mississippi,10,High,Dec-30-2017,52
Missouri,10,High,Jan-06-2018,1
Missouri,10,High,Jan-13-2018,2
Missouri,10,High,Jan-20-2018,3
Missouri,10,High,Jan-27-2018,4
Missouri,10,High,Feb-03-2018,5
Missouri,10,High,Feb-10-2018,6
Missouri,10,High,Feb-17-2018,7
Missouri,10,High,Feb-24-2018,8
Missouri,8,High,Mar-03-2018,9
Missouri,6,Moderate,Mar-10-2018,10
Missouri,2,Minimal,Mar-17-2018,11
Missouri,6,Moderate,Mar-24-2018,12
Missouri,1,Minimal,Mar-31-2018,13
Missouri,1,Minimal,Apr-07-2018,14
Missouri,1,Minimal,Apr-14-2018,15
Missouri,1,Minimal,Apr-21-2018,16
Missouri,1,Minimal,Apr-28-2018,17
Missouri,1,Minimal,Oct-07-2017,40
Missouri,1,Minimal,Oct-14-2017,41
Missouri,1,Minimal,Oct-21-2017,42
Missouri,1,Minimal,Oct-28-2017,43
Missouri,1,Minimal,Nov-04-2017,44
Missouri,1,Minimal,Nov-11-2017,45
Missouri,1,Minimal,Nov-18-2017,46
Missouri,1,Minimal,Nov-25-2017,47
Missouri,1,Minimal,Dec-02-2017,48
Missouri,3,Minimal,Dec-09-2017,49
Missouri,5,Low,Dec-16-2017,50
Missouri,10,High,Dec-23-2017,51
Missouri,10,High,Dec-30-2017,52
Montana,1,Minimal,Jan-06-2018,1
Montana,2,Minimal,Jan-13-2018,2
Montana,2,Minimal,Jan-20-2018,3
Montana,1,Minimal,Jan-27-2018,4
Montana,2,Minimal,Feb-03-2018,5
Montana,1,Minimal,Feb-10-2018,6
Montana,1,Minimal,Feb-17-2018,7
Montana,2,Minimal,Feb-24-2018,8
Montana,2,Minimal,Mar-03-2018,9
Montana,1,Minimal,Mar-10-2018,10
Montana,1,Minimal,Mar-17-2018,11
Montana,1,Minimal,Mar-24-2018,12
Montana,1,Minimal,Mar-31-2018,13
Montana,1,Minimal,Apr-07-2018,14
Montana,1,Minimal,Apr-14-2018,15
Montana,1,Minimal,Apr-21-2018,16
Montana,1,Minimal,Apr-28-2018,17
Montana,1,Minimal,Oct-07-2017,40
Montana,1,Minimal,Oct-14-2017,41
Montana,1,Minimal,Oct-21-2017,42
Montana,1,Minimal,Oct-28-2017,43
Montana,1,Minimal,Nov-04-2017,44
Montana,1,Minimal,Nov-11-2017,45
Montana,1,Minimal,Nov-18-2017,46
Montana,1,Minimal,Nov-25-2017,47
Montana,1,Minimal,Dec-02-2017,48
Montana,1,Minimal,Dec-09-2017,49
Montana,1,Minimal,Dec-16-2017,50
Montana,1,Minimal,Dec-23-2017,51
Montana,1,Minimal,Dec-30-2017,52
Nebraska,10,High,Jan-06-2018,1
Nebraska,6,Moderate,Jan-13-2018,2
Nebraska,9,High,Jan-20-2018,3
Nebraska,10,High,Jan-27-2018,4
Nebraska,10,High,Feb-03-2018,5
Nebraska,10,High,Feb-10-2018,6
Nebraska,10,High,Feb-17-2018,7
Nebraska,10,High,Feb-24-2018,8
Nebraska,10,High,Mar-03-2018,9
Nebraska,10,High,Mar-10-2018,10
Nebraska,10,High,Mar-17-2018,11
Nebraska,6,Moderate,Mar-24-2018,12
Nebraska,6,Moderate,Mar-31-2018,13
Nebraska,5,Low,Apr-07-2018,14
Nebraska,2,Minimal,Apr-14-2018,15
Nebraska,1,Minimal,Apr-21-2018,16
Nebraska,2,Minimal,Apr-28-2018,17
Nebraska,1,Minimal,Oct-07-2017,40
Nebraska,1,Minimal,Oct-14-2017,41
Nebraska,2,Minimal,Oct-21-2017,42
Nebraska,2,Minimal,Oct-28-2017,43
Nebraska,2,Minimal,Nov-04-2017,44
Nebraska,3,Minimal,Nov-11-2017,45
Nebraska,3,Minimal,Nov-18-2017,46
Nebraska,5,Low,Nov-25-2017,47
Nebraska,3,Minimal,Dec-02-2017,48
Nebraska,3,Minimal,Dec-09-2017,49
Nebraska,6,Moderate,Dec-16-2017,50
Nebraska,8,High,Dec-23-2017,51
Nebraska,10,High,Dec-30-2017,52
Nevada,9,High,Jan-06-2018,1
Nevada,7,Moderate,Jan-13-2018,2
Nevada,6,Moderate,Jan-20-2018,3
Nevada,6,Moderate,Jan-27-2018,4
Nevada,8,High,Feb-03-2018,5
Nevada,7,Moderate,Feb-10-2018,6
Nevada,7,Moderate,Feb-17-2018,7
Nevada,5,Low,Feb-24-2018,8
Nevada,4,Low,Mar-03-2018,9
Nevada,3,Minimal,Mar-10-2018,10
Nevada,3,Minimal,Mar-17-2018,11
Nevada,2,Minimal,Mar-24-2018,12
Nevada,2,Minimal,Mar-31-2018,13
Nevada,1,Minimal,Apr-07-2018,14
Nevada,2,Minimal,Apr-14-2018,15
Nevada,1,Minimal,Apr-21-2018,16
Nevada,2,Minimal,Apr-28-2018,17
Nevada,1,Minimal,Oct-07-2017,40
Nevada,1,Minimal,Oct-14-2017,41
Nevada,1,Minimal,Oct-21-2017,42
Nevada,1,Minimal,Oct-28-2017,43
Nevada,2,Minimal,Nov-04-2017,44
Nevada,2,Minimal,Nov-11-2017,45
Nevada,2,Minimal,Nov-18-2017,46
Nevada,2,Minimal,Nov-25-2017,47
Nevada,2,Minimal,Dec-02-2017,48
Nevada,3,Minimal,Dec-09-2017,49
Nevada,5,Low,Dec-16-2017,50
Nevada,6,Moderate,Dec-23-2017,51
Nevada,9,High,Dec-30-2017,52
New Hampshire,3,Minimal,Jan-06-2018,1
New Hampshire,3,Minimal,Jan-13-2018,2
New Hampshire,7,Moderate,Jan-20-2018,3
New Hampshire,9,High,Jan-27-2018,4
New Hampshire,10,High,Feb-03-2018,5
New Hampshire,10,High,Feb-10-2018,6
New Hampshire,10,High,Feb-17-2018,7
New Hampshire,9,High,Feb-24-2018,8
New Hampshire,9,High,Mar-03-2018,9
New Hampshire,4,Low,Mar-10-2018,10
New Hampshire,1,Minimal,Mar-17-2018,11
New Hampshire,1,Minimal,Mar-24-2018,12
New Hampshire,1,Minimal,Mar-31-2018,13
New Hampshire,1,Minimal,Apr-07-2018,14
New Hampshire,1,Minimal,Apr-14-2018,15
New Hampshire,1,Minimal,Apr-21-2018,16
New Hampshire,1,Minimal,Apr-28-2018,17
New Hampshire,1,Minimal,Oct-07-2017,40
New Hampshire,1,Minimal,Oct-14-2017,41
New Hampshire,1,Minimal,Oct-21-2017,42
New Hampshire,1,Minimal,Oct-28-2017,43
New Hampshire,1,Minimal,Nov-04-2017,44
New Hampshire,1,Minimal,Nov-11-2017,45
New Hampshire,1,Minimal,Nov-18-2017,46
New Hampshire,1,Minimal,Nov-25-2017,47
New Hampshire,1,Minimal,Dec-02-2017,48
New Hampshire,1,Minimal,Dec-09-2017,49
New Hampshire,1,Minimal,Dec-16-2017,50
New Hampshire,1,Minimal,Dec-23-2017,51
New Hampshire,1,Minimal,Dec-30-2017,52
New Jersey,9,High,Jan-06-2018,1
New Jersey,8,High,Jan-13-2018,2
New Jersey,10,High,Jan-20-2018,3
New Jersey,10,High,Jan-27-2018,4
New Jersey,10,High,Feb-03-2018,5
New Jersey,10,High,Feb-10-2018,6
New Jersey,10,High,Feb-17-2018,7
New Jersey,10,High,Feb-24-2018,8
New Jersey,10,High,Mar-03-2018,9
New Jersey,8,High,Mar-10-2018,10
New Jersey,6,Moderate,Mar-17-2018,11
New Jersey,4,Low,Mar-24-2018,12
New Jersey,4,Low,Mar-31-2018,13
New Jersey,3,Minimal,Apr-07-2018,14
New Jersey,2,Minimal,Apr-14-2018,15
New Jersey,1,Minimal,Apr-21-2018,16
New Jersey,1,Minimal,Apr-28-2018,17
New Jersey,1,Minimal,Oct-07-2017,40
New Jersey,1,Minimal,Oct-14-2017,41
New Jersey,1,Minimal,Oct-21-2017,42
New Jersey,1,Minimal,Oct-28-2017,43
New Jersey,2,Minimal,Nov-04-2017,44
New Jersey,2,Minimal,Nov-11-2017,45
New Jersey,2,Minimal,Nov-18-2017,46
New Jersey,3,Minimal,Nov-25-2017,47
New Jersey,3,Minimal,Dec-02-2017,48
New Jersey,3,Minimal,Dec-09-2017,49
New Jersey,4,Low,Dec-16-2017,50
New Jersey,5,Low,Dec-23-2017,51
New Jersey,8,High,Dec-30-2017,52
New Mexico,10,High,Jan-06-2018,1
New Mexico,10,High,Jan-13-2018,2
New Mexico,10,High,Jan-20-2018,3
New Mexico,10,High,Jan-27-2018,4
New Mexico,10,High,Feb-03-2018,5
New Mexico,10,High,Feb-10-2018,6
New Mexico,10,High,Feb-17-2018,7
New Mexico,10,High,Feb-24-2018,8
New Mexico,10,High,Mar-03-2018,9
New Mexico,8,High,Mar-10-2018,10
New Mexico,7,Moderate,Mar-17-2018,11
New Mexico,6,Moderate,Mar-24-2018,12
New Mexico,4,Low,Mar-31-2018,13
New Mexico,3,Minimal,Apr-07-2018,14
New Mexico,2,Minimal,Apr-14-2018,15
New Mexico,2,Minimal,Apr-21-2018,16
New Mexico,2,Minimal,Apr-28-2018,17
New Mexico,1,Minimal,Oct-07-2017,40
New Mexico,1,Minimal,Oct-14-2017,41
New Mexico,1,Minimal,Oct-21-2017,42
New Mexico,1,Minimal,Oct-28-2017,43
New Mexico,1,Minimal,Nov-04-2017,44
New Mexico,2,Minimal,Nov-11-2017,45
New Mexico,3,Minimal,Nov-18-2017,46
New Mexico,3,Minimal,Nov-25-2017,47
New Mexico,1,Minimal,Dec-02-2017,48
New Mexico,3,Minimal,Dec-09-2017,49
New Mexico,5,Low,Dec-16-2017,50
New Mexico,7,Moderate,Dec-23-2017,51
New Mexico,10,High,Dec-30-2017,52
New York,7,Moderate,Jan-06-2018,1
New York,10,High,Jan-13-2018,2
New York,10,High,Jan-20-2018,3
New York,10,High,Jan-27-2018,4
New York,10,High,Feb-03-2018,5
New York,10,High,Feb-10-2018,6
New York,10,High,Feb-17-2018,7
New York,10,High,Feb-24-2018,8
New York,9,High,Mar-03-2018,9
New York,6,Moderate,Mar-10-2018,10
New York,5,Low,Mar-17-2018,11
New York,2,Minimal,Mar-24-2018,12
New York,2,Minimal,Mar-31-2018,13
New York,1,Minimal,Apr-07-2018,14
New York,1,Minimal,Apr-14-2018,15
New York,1,Minimal,Apr-21-2018,16
New York,1,Minimal,Apr-28-2018,17
New York,1,Minimal,Oct-07-2017,40
New York,1,Minimal,Oct-14-2017,41
New York,1,Minimal,Oct-21-2017,42
New York,1,Minimal,Oct-28-2017,43
New York,1,Minimal,Nov-04-2017,44
New York,1,Minimal,Nov-11-2017,45
New York,1,Minimal,Nov-18-2017,46
New York,1,Minimal,Nov-25-2017,47
New York,1,Minimal,Dec-02-2017,48
New York,1,Minimal,Dec-09-2017,49
New York,2,Minimal,Dec-16-2017,50
New York,5,Low,Dec-23-2017,51
New York,4,Low,Dec-30-2017,52
New York City,8,High,Jan-06-2018,1
New York City,8,High,Jan-13-2018,2
New York City,10,High,Jan-20-2018,3
New York City,10,High,Jan-27-2018,4
New York City,10,High,Feb-03-2018,5
New York City,10,High,Feb-10-2018,6
New York City,10,High,Feb-17-2018,7
New York City,10,High,Feb-24-2018,8
New York City,8,High,Mar-03-2018,9
New York City,5,Low,Mar-10-2018,10
New York City,4,Low,Mar-17-2018,11
New York City,4,Low,Mar-24-2018,12
New York City,4,Low,Mar-31-2018,13
New York City,3,Minimal,Apr-07-2018,14
New York City,2,Minimal,Apr-14-2018,15
New York City,2,Minimal,Apr-21-2018,16
New York City,2,Minimal,Apr-28-2018,17
New York City,1,Minimal,Oct-07-2017,40
New York City,1,Minimal,Oct-14-2017,41
New York City,2,Minimal,Oct-21-2017,42
New York City,2,Minimal,Oct-28-2017,43
New York City,2,Minimal,Nov-04-2017,44
New York City,2,Minimal,Nov-11-2017,45
New York City,4,Low,Nov-18-2017,46
New York City,3,Minimal,Nov-25-2017,47
New York City,2,Minimal,Dec-02-2017,48
New York City,4,Low,Dec-09-2017,49
New York City,5,Low,Dec-16-2017,50
New York City,6,Moderate,Dec-23-2017,51
New York City,8,High,Dec-30-2017,52
North Carolina,4,Low,Jan-06-2018,1
North Carolina,9,High,Jan-13-2018,2
North Carolina,10,High,Jan-20-2018,3
North Carolina,10,High,Jan-27-2018,4
North Carolina,10,High,Feb-03-2018,5
North Carolina,10,High,Feb-10-2018,6
North Carolina,10,High,Feb-17-2018,7
North Carolina,10,High,Feb-24-2018,8
North Carolina,7,Moderate,Mar-03-2018,9
North Carolina,6,Moderate,Mar-10-2018,10
North Carolina,6,Moderate,Mar-17-2018,11
North Carolina,5,Low,Mar-24-2018,12
North Carolina,5,Low,Mar-31-2018,13
North Carolina,5,Low,Apr-07-2018,14
North Carolina,3,Minimal,Apr-14-2018,15
North Carolina,3,Minimal,Apr-21-2018,16
North Carolina,2,Minimal,Apr-28-2018,17
North Carolina,1,Minimal,Oct-07-2017,40
North Carolina,1,Minimal,Oct-14-2017,41
North Carolina,1,Minimal,Oct-21-2017,42
North Carolina,1,Minimal,Oct-28-2017,43
North Carolina,1,Minimal,Nov-04-2017,44
North Carolina,1,Minimal,Nov-11-2017,45
North Carolina,2,Minimal,Nov-18-2017,46
North Carolina,3,Minimal,Nov-25-2017,47
North Carolina,1,Minimal,Dec-02-2017,48
North Carolina,2,Minimal,Dec-09-2017,49
North Carolina,1,Minimal,Dec-16-2017,50
North Carolina,1,Minimal,Dec-23-2017,51
North Carolina,6,Moderate,Dec-30-2017,52
North Dakota,2,Minimal,Jan-06-2018,1
North Dakota,6,Moderate,Jan-13-2018,2
North Dakota,4,Low,Jan-20-2018,3
North Dakota,4,Low,Jan-27-2018,4
North Dakota,4,Low,Feb-03-2018,5
North Dakota,6,Moderate,Feb-10-2018,6
North Dakota,3,Minimal,Feb-17-2018,7
North Dakota,4,Low,Feb-24-2018,8
North Dakota,3,Minimal,Mar-03-2018,9
North Dakota,1,Minimal,Mar-10-2018,10
North Dakota,1,Minimal,Mar-17-2018,11
North Dakota,1,Minimal,Mar-24-2018,12
North Dakota,1,Minimal,Mar-31-2018,13
North Dakota,1,Minimal,Apr-07-2018,14
North Dakota,1,Minimal,Apr-14-2018,15
North Dakota,1,Minimal,Apr-21-2018,16
North Dakota,1,Minimal,Apr-28-2018,17
North Dakota,1,Minimal,Oct-07-2017,40
North Dakota,1,Minimal,Oct-14-2017,41
North Dakota,1,Minimal,Oct-21-2017,42
North Dakota,1,Minimal,Oct-28-2017,43
North Dakota,1,Minimal,Nov-04-2017,44
North Dakota,1,Minimal,Nov-11-2017,45
North Dakota,1,Minimal,Nov-18-2017,46
North Dakota,1,Minimal,Nov-25-2017,47
North Dakota,1,Minimal,Dec-02-2017,48
North Dakota,1,Minimal,Dec-09-2017,49
North Dakota,1,Minimal,Dec-16-2017,50
North Dakota,5,Low,Dec-23-2017,51
North Dakota,2,Minimal,Dec-30-2017,52
Ohio,5,Low,Jan-06-2018,1
Ohio,6,Moderate,Jan-13-2018,2
Ohio,8,High,Jan-20-2018,3
Ohio,8,High,Jan-27-2018,4
Ohio,9,High,Feb-03-2018,5
Ohio,10,High,Feb-10-2018,6
Ohio,8,High,Feb-17-2018,7
Ohio,6,Moderate,Feb-24-2018,8
Ohio,1,Minimal,Mar-03-2018,9
Ohio,1,Minimal,Mar-10-2018,10
Ohio,1,Minimal,Mar-17-2018,11
Ohio,1,Minimal,Mar-24-2018,12
Ohio,1,Minimal,Mar-31-2018,13
Ohio,1,Minimal,Apr-07-2018,14
Ohio,1,Minimal,Apr-14-2018,15
Ohio,1,Minimal,Apr-21-2018,16
Ohio,1,Minimal,Apr-28-2018,17
Ohio,1,Minimal,Oct-07-2017,40
Ohio,1,Minimal,Oct-14-2017,41
Ohio,1,Minimal,Oct-21-2017,42
Ohio,1,Minimal,Oct-28-2017,43
Ohio,1,Minimal,Nov-04-2017,44
Ohio,1,Minimal,Nov-11-2017,45
Ohio,1,Minimal,Nov-18-2017,46
Ohio,1,Minimal,Nov-25-2017,47
Ohio,1,Minimal,Dec-02-2017,48
Ohio,1,Minimal,Dec-09-2017,49
Ohio,1,Minimal,Dec-16-2017,50
Ohio,2,Minimal,Dec-23-2017,51
Ohio,6,Moderate,Dec-30-2017,52
Oklahoma,10,High,Jan-06-2018,1
Oklahoma,10,High,Jan-13-2018,2
Oklahoma,10,High,Jan-20-2018,3
Oklahoma,10,High,Jan-27-2018,4
Oklahoma,10,High,Feb-03-2018,5
Oklahoma,10,High,Feb-10-2018,6
Oklahoma,10,High,Feb-17-2018,7
Oklahoma,10,High,Feb-24-2018,8
Oklahoma,6,Moderate,Mar-03-2018,9
Oklahoma,4,Low,Mar-10-2018,10
Oklahoma,2,Minimal,Mar-17-2018,11
Oklahoma,3,Minimal,Mar-24-2018,12
Oklahoma,1,Minimal,Mar-31-2018,13
Oklahoma,1,Minimal,Apr-07-2018,14
Oklahoma,1,Minimal,Apr-14-2018,15
Oklahoma,1,Minimal,Apr-21-2018,16
Oklahoma,1,Minimal,Apr-28-2018,17
Oklahoma,1,Minimal,Oct-07-2017,40
Oklahoma,1,Minimal,Oct-14-2017,41
Oklahoma,1,Minimal,Oct-21-2017,42
Oklahoma,1,Minimal,Oct-28-2017,43
Oklahoma,2,Minimal,Nov-04-2017,44
Oklahoma,3,Minimal,Nov-11-2017,45
Oklahoma,3,Minimal,Nov-18-2017,46
Oklahoma,4,Low,Nov-25-2017,47
Oklahoma,4,Low,Dec-02-2017,48
Oklahoma,4,Low,Dec-09-2017,49
Oklahoma,10,High,Dec-16-2017,50
Oklahoma,10,High,Dec-23-2017,51
Oklahoma,10,High,Dec-30-2017,52
Oregon,10,High,Jan-06-2018,1
Oregon,10,High,Jan-13-2018,2
Oregon,10,High,Jan-20-2018,3
Oregon,10,High,Jan-27-2018,4
Oregon,10,High,Feb-03-2018,5
Oregon,9,High,Feb-10-2018,6
Oregon,8,High,Feb-17-2018,7
Oregon,7,Moderate,Feb-24-2018,8
Oregon,6,Moderate,Mar-03-2018,9
Oregon,4,Low,Mar-10-2018,10
Oregon,5,Low,Mar-17-2018,11
Oregon,5,Low,Mar-24-2018,12
Oregon,4,Low,Mar-31-2018,13
Oregon,3,Minimal,Apr-07-2018,14
Oregon,2,Minimal,Apr-14-2018,15
Oregon,2,Minimal,Apr-21-2018,16
Oregon,1,Minimal,Apr-28-2018,17
Oregon,1,Minimal,Oct-07-2017,40
Oregon,1,Minimal,Oct-14-2017,41
Oregon,1,Minimal,Oct-21-2017,42
Oregon,1,Minimal,Oct-28-2017,43
Oregon,2,Minimal,Nov-04-2017,44
Oregon,2,Minimal,Nov-11-2017,45
Oregon,2,Minimal,Nov-18-2017,46
Oregon,3,Minimal,Nov-25-2017,47
Oregon,3,Minimal,Dec-02-2017,48
Oregon,4,Low,Dec-09-2017,49
Oregon,5,Low,Dec-16-2017,50
Oregon,9,High,Dec-23-2017,51
Oregon,10,High,Dec-30-2017,52
Pennsylvania,6,Moderate,Jan-06-2018,1
Pennsylvania,7,Moderate,Jan-13-2018,2
Pennsylvania,10,High,Jan-20-2018,3
Pennsylvania,10,High,Jan-27-2018,4
Pennsylvania,10,High,Feb-03-2018,5
Pennsylvania,10,High,Feb-10-2018,6
Pennsylvania,10,High,Feb-17-2018,7
Pennsylvania,10,High,Feb-24-2018,8
Pennsylvania,9,High,Mar-03-2018,9
Pennsylvania,6,Moderate,Mar-10-2018,10
Pennsylvania,6,Moderate,Mar-17-2018,11
Pennsylvania,5,Low,Mar-24-2018,12
Pennsylvania,5,Low,Mar-31-2018,13
Pennsylvania,4,Low,Apr-07-2018,14
Pennsylvania,3,Minimal,Apr-14-2018,15
Pennsylvania,2,Minimal,Apr-21-2018,16
Pennsylvania,2,Minimal,Apr-28-2018,17
Pennsylvania,1,Minimal,Oct-07-2017,40
Pennsylvania,1,Minimal,Oct-14-2017,41
Pennsylvania,1,Minimal,Oct-21-2017,42
Pennsylvania,1,Minimal,Oct-28-2017,43
Pennsylvania,2,Minimal,Nov-04-2017,44
Pennsylvania,2,Minimal,Nov-11-2017,45
Pennsylvania,2,Minimal,Nov-18-2017,46
Pennsylvania,2,Minimal,Nov-25-2017,47
Pennsylvania,2,Minimal,Dec-02-2017,48
Pennsylvania,2,Minimal,Dec-09-2017,49
Pennsylvania,3,Minimal,Dec-16-2017,50
Pennsylvania,3,Minimal,Dec-23-2017,51
Pennsylvania,6,Moderate,Dec-30-2017,52
Puerto Rico,7,Moderate,Jan-06-2018,1
Puerto Rico,10,High,Jan-13-2018,2
Puerto Rico,8,High,Jan-20-2018,3
Puerto Rico,9,High,Jan-27-2018,4
Puerto Rico,10,High,Feb-03-2018,5
Puerto Rico,10,High,Feb-10-2018,6
Puerto Rico,10,High,Feb-17-2018,7
Puerto Rico,7,Moderate,Feb-24-2018,8
Puerto Rico,4,Low,Mar-03-2018,9
Puerto Rico,6,Moderate,Mar-10-2018,10
Puerto Rico,4,Low,Mar-17-2018,11
Puerto Rico,4,Low,Mar-24-2018,12
Puerto Rico,3,Minimal,Mar-31-2018,13
Puerto Rico,3,Minimal,Apr-07-2018,14
Puerto Rico,1,Minimal,Apr-14-2018,15
Puerto Rico,1,Minimal,Apr-21-2018,16
Puerto Rico,1,Minimal,Apr-28-2018,17
Puerto Rico,1,Minimal,Oct-07-2017,40
Puerto Rico,1,Minimal,Oct-14-2017,41
Puerto Rico,1,Minimal,Oct-21-2017,42
Puerto Rico,1,Minimal,Oct-28-2017,43
Puerto Rico,3,Minimal,Nov-04-2017,44
Puerto Rico,3,Minimal,Nov-11-2017,45
Puerto Rico,6,Moderate,Nov-18-2017,46
Puerto Rico,4,Low,Nov-25-2017,47
Puerto Rico,6,Moderate,Dec-02-2017,48
Puerto Rico,4,Low,Dec-09-2017,49
Puerto Rico,7,Moderate,Dec-16-2017,50
Puerto Rico,8,High,Dec-23-2017,51
Puerto Rico,7,Moderate,Dec-30-2017,52
Rhode Island,5,Low,Jan-06-2018,1
Rhode Island,7,Moderate,Jan-13-2018,2
Rhode Island,10,High,Jan-20-2018,3
Rhode Island,10,High,Jan-27-2018,4
Rhode Island,10,High,Feb-03-2018,5
Rhode Island,10,High,Feb-10-2018,6
Rhode Island,10,High,Feb-17-2018,7
Rhode Island,10,High,Feb-24-2018,8
Rhode Island,7,Moderate,Mar-03-2018,9
Rhode Island,5,Low,Mar-10-2018,10
Rhode Island,7,Moderate,Mar-17-2018,11
Rhode Island,5,Low,Mar-24-2018,12
Rhode Island,3,Minimal,Mar-31-2018,13
